Sample_ID;Sample;Geological unit;Deposit;Nature;Zone;Na_pct;Al_pct;Si_pct;Mg_pct;Ca_pct;K_pct;Ti_pct;Fe_pct;Mn_pct;Ni_pct;Cr_pct;Li_ppm;Na_ppm;Mg_ppm;Al_ppm;Si_ppm;Si_ppm;P_ppm;K_ppm;Ca42_ppm;Ca44_ppm;Sc_ppm;Ti_ppm;V_ppm;Cr_ppm;Mn_ppm;Fe_ppm;Co_ppm;Ni_ppm;Cu_ppm;Zn_ppm;Ga_ppm;As_ppm;Se_ppm;Rb_ppm;Sr_ppm;Y_ppm;Zr_ppm;Nb_ppm;Mo_ppm;Cd_ppm;Sn_ppm;Cs_ppm;Ba_ppm;La_ppm;Ce_ppm;Pr_ppm;Nd_ppm;Sm_ppm;Eu_ppm;Gd_ppm;Tb_ppm;Dy_ppm;Ho_ppm;Er_ppm;Tm_ppm;Yb_ppm;Lu_ppm;Hf_ppm;Ta_ppm;W_ppm;Pb_ppm;Th_ppm;U_ppm
RA69_mag_14_1;RA69;Pé Quente deposit;Pé Quente deposit;Hydrothermal;Hydrothermal;0.071515304;0.455313775;0.0455754;;0.0385938;0.003237624;4.504598238;61.27153848;0.079459596;0.014695208;0.0064999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_mag_15_1;RA69;Pé Quente deposit;Pé Quente deposit;Hydrothermal;Hydrothermal;0.15356502;0.37862545;0.072873896;;0.08690752;0.004233816;4.254542617;60.73208534;0.112529038;0.022553608;0.00656832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA24_mag_2_1;RA24;Pé Quente deposit;Pé Quente deposit;Magmatic;Hydrothermal;0.034570676;0.076264925;0.012807856;0.00790061;0.06510917;0.02822544;0.183150305;70.18339763;0.02091042;;0.00540518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA24_mag_2_2;RA24;Pé Quente deposit;Pé Quente deposit;Magmatic;Hydrothermal;0.020326964;0.08245715;0.021548984;;;0.035779896;0.127455826;70.40127762;0.013320712;0.014695208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA24_mag_4_1;RA24;Pé Quente deposit;Pé Quente deposit;Magmatic;Hydrothermal;0.0074186;0.12352695;0.01238716;0.00174899;0.02444274;;0.077276839;70.61527107;0.015798984;;0.01888392;1.69;530.67;134.15;1034.1;1045.555;2700.19;155.8;55.41;2399.2;531.46;1.62;858.79;648.59;82.72;153.3;706153.69;11.72;15.05;0.785;480.71;18.2;0.895;9.315;0.25;0.58;3.09;0.19;0.0755;0.76;2.99;1.98;0.203;1.89;0.3;0.53;0.176;2.3;0.665;0.46;0.65;0.0845;0.61;0.1155;0.96;0.119;0.485;0.135;0.44;0.1105;1.03;0.555;0.079;0.076
RA24_mag_4_2;RA24;Pé Quente deposit;Pé Quente deposit;Magmatic;Hydrothermal;0.00408023;0.11950465;0.009068336;;0.00485996;0.011539224;0.074399191;71.11593644;0.025015058;0.002278936;0.01142614;1.61;559.73;149.43;1339.46;1068.655;9761.16;273.8;88.43;2557.1;1049.28;2.79;948.55;885.26;117.59;277.1;711160.31;16.29;20.83;0.645;524.46;36.93;1.745;13.23;0.265;0.74;2.26;0.31;0.0935;0.845;3.47;2.3;0.108;1.96;0.31;0.42;0.151;0.77;1.15;0.235;0.68;0.13;0.58;0.27;0.375;0.094;0.405;0.1175;0.535;0.106;1.13;0.69;0.034;
RA24_mag_10_1;RA24;Pé Quente deposit;Pé Quente deposit;Magmatic;Hydrothermal;;0.131412775;0.010891352;0.00265364;0.00879081;0.011871288;0.098139787;71.11795744;0.071172874;;0.01601028;2.54;548.65;130.95;1444.87;1346.575;3813.675;934.82;17.55;712.945;1875.86;2.77;940.03;878.93;111.09;499.98;711180.56;21.74;24.76;0.785;538.47;56.22;1.67;14.705;0.275;1.38;6.32;0.63;0.145;0.755;3.79;3.79;0.117;4.66;1.25;1.9;0.51;3.19;0.845;0.365;0.74;0.34;1.64;0.135;1.04;0.185;0.725;0.115;0.84;0.165;0.75;1.065;0.035;0.033
RA24_mag_11_1;RA24;Pé Quente deposit;Pé Quente deposit;Magmatic;Hydrothermal;0.031825794;0.10172185;0.003412312;0.0090465;0.01886808;;0.092024785;70.93940934;0.023388692;0.0078584;0.01217876;2.33;896.4;311.59;1368.55;1565.34;4170.625;77.65;53.7;770.885;625.26;4.88;1076.16;947.09;138.22;238.7;709395.06;14.77;20.53;1.045;712.4;29.34;1.925;17.915;0.31;0.37;0.108;1.51;0.17;0.91;4.905;3.06;0.195;1.64;0.29;0.14;0.097;2.015;1.05;0.43;1.13;0.205;0.745;0.205;0.71;0.16;0.96;0.2;0.315;0.135;0.815;0.77;0.036;
RA24_mag_12_1;RA24;Pé Quente deposit;Pé Quente deposit;Magmatic;Hydrothermal;0.025074868;0.043451425;0.006684392;0.0006031;0.02008307;;0.020203487;71.00190506;0.009448412;0.006522472;0.02141546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA24_mag_13_1;RA24;Pé Quente deposit;Pé Quente deposit;Magmatic;Hydrothermal;0.045327646;0.10680265;0.016968072;0.01224293;0.00907669;0.004814928;0.129194405;71.00656892;0.016418552;0.033633952;0.0191576;0.6;1438.99;413.53;1521.48;5059.41;2671.695;134.57;14.195;609.575;205.445;1.17;1337.84;883.57;158.4;232.36;710066.5;16.57;17.1;4.28;536.4;44.68;1.825;16.02;0.225;1.66;2.59;0.98;0.072;0.42;3.045;7.28;0.0995;3.91;0.37;0.52;0.0865;0.805;0.66;0.235;0.585;0.069;0.66;0.121;0.325;0.1005;0.35;0.1025;0.365;0.1;0.47;3.79;0.093;
TP01_mag_1_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;;0.001111425;0.04767888;;0.01836779;;0.305570247;70.13753634;0.107572494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TP01_mag_2_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.009495808;0.03990545;0.037535432;0.00114589;0.01272166;;0.548431748;70.55448543;0.1665089;;;3.45;49.17;78.16;821.51;1684.095;3392.215;48.18;56.83;649.475;398.74;1.48;16790.05;403.43;13.54;4798.6;705546.06;12.29;7.17;1.96;1006.1;60.51;1.705;10.42;2.71;1.94;10.7;5.4;1.69;33.65;2.67;259.14;0.3;17.92;4.59;4.87;1.15;4.18;0.77;0.2;1.94;0.35;2.44;0.175;0.56;0.145;1.45;0.125;1.26;0.15;0.62;127.21;0.56;4.19
TP01_mag_3_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.009495808;0.042181225;0.033936144;0.00144744;0.04524051;;0.119362441;69.1906173;0.01897427;;0.00253154;1.64;74.9;152.48;1329.74;1816.27;3623.77;50.275;90.49;6183.12;5427.84;3;7772.69;361.29;7.21;499.27;691907.38;15.96;4.95;2.7;630.08;60.58;1.74;12.09;2.78;6.23;94.12;20.84;17.85;24.53;2.57;120.63;1.56;19.4;46.25;79.77;9.38;36.95;8.42;0.355;5.46;1.91;10;3.44;8.23;7.23;8.39;1.51;0.535;0.43;1.76;223.54;12.52;20.02
TP01_mag_4_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.00408023;0.008626775;0.021175032;;0.06403712;0.001494288;0.241062971;71.53793804;0.0464676;;0.00061578;8.13;138.78;26.265;208.69;2050.285;4087.94;58.81;40.14;785.435;772.57;2.12;71843.38;468;17.82;18427.42;715380.69;16.23;1.19;5.18;843.83;45.55;1.855;12.275;0.355;0.34;17.66;4.38;52.96;21.34;2.755;95.95;0.15;1.23;7.28;16.65;2.58;10.51;2.21;0.22;3.1;0.45;2.32;0.45;1.37;0.155;0.74;0.58;0.68;1.71;1.045;0.905;1.32;0.83
TP01_mag_5_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.012759992;0.022387275;0.07549156;0.01043363;0.05353103;;2.656189006;64.40230997;0.19167885;0.000314336;0.00492624;0.535;137.04;64.71;400.73;1473.915;5970.61;539.39;76.69;2570.9;1563.55;2.35;23379.96;500.87;21.28;1839.78;644024.19;9.29;4.06;0.67;144.98;21.29;1.39;7.53;0.25;3.77;28.06;22.95;5.51;13.77;1.785;109.61;0.1005;11.77;45.25;62.08;9.21;37.04;8.54;0.56;8.12;1.06;4.23;1.26;3.45;0.35;4.08;0.85;0.61;0.3;0.52;278.64;11.04;9.45
TP01_mag_7_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.025000682;0.10045165;0.02641036;0.00609131;0.01079197;;0.670731788;70.43773346;0.297315194;;0.00348942;2.4;81.38;65.63;1956.22;1526.645;3034.835;139.43;140.46;1186.9;378.66;0.99;58602.35;451.58;11.95;6776.74;704378.5;15.87;6.71;6.08;2210.89;44.3;1.555;7.75;1.29;2.42;21.12;7.92;69.79;26.97;2.8;244.47;0.31;4.78;22.31;22.45;4.22;14.94;2.92;0.43;4.01;0.61;4.7;1.22;3.74;0.35;0.78;0.55;1.15;2.03;0.81;169.22;3.99;5.02
TP01_mag_8_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.008086274;0.01683015;0.07315436;0.00265364;0.03916556;0.001743336;0.565997391;68.75711151;0.161552356;0.001650264;0.00123156;1.68;147.73;90.26;397.44;4870.1;3746.895;54.545;47.92;715.41;1828.63;0.455;5632.13;586.91;26.98;1064.04;687572.19;8.82;2.77;0.81;131.45;15.76;1.62;10.53;1.65;4.94;6.45;5.12;3.85;43.82;2.82;72.04;0.135;8.03;16.34;27;3.65;13.01;1.155;0.32;1.79;0.55;0.935;0.39;0.475;0.215;2.04;0.175;0.595;0.226;0.86;146.02;0.06;7.13
TP01_mag_10_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.008753948;0.0347188;0.026737568;0.00084434;;;1.17683813;69.26049747;0.43292314;0.002907608;0.00485782;0.605;275.37;143.08;823.66;1618.21;7971.98;43.745;110.39;587.425;495.14;7.02;18061.72;488.9;16.45;4794.94;692606.06;9.57;2.93;2.48;1249.24;36.77;1.69;8.245;1.56;6.84;46.7;16.82;1.52;8.07;3.375;92.89;0.12;18.05;42.4;63.76;7.7;25.88;5.91;0.26;5.33;1.05;7.69;1.17;6.27;0.88;4.06;0.63;1.01;0.11;0.65;742.54;3.95;17.33
TP01_mag_11_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.025074868;0.04413945;0.084980592;;0.07904582;;0.175896234;68.97709024;0.025634626;0.003300528;0.00424204;4.56;490.36;835.5;2690.33;33522.16;22372.09;48.7;292.56;15632.49;16506.3;11.03;17492.65;618.34;40.98;702.96;689771.94;10.78;8.04;2.33;571.52;19.85;1.795;8.725;7.46;11.35;274.95;31.33;156;28.27;3.8;108.62;2.85;23.26;56.73;158.92;29.03;138.13;36.87;2.29;39.61;6.94;47.37;8.37;23.43;3.3;26.81;3.75;2.71;4.52;3.3;246.96;7.09;18.75
TP01_mag_12_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.019585104;0.035089275;0.078576664;0.00958929;0.00564613;;0.147239656;67.8004761;0.037251526;;0.00006842;1.72;253.01;95.73;1316.22;1534.16;2988.965;42.61;100.62;569.545;439.01;3.16;17840.04;497.83;20.76;3018.66;678005.81;7.14;3.29;1.69;2044.28;22.87;1.75;8.44;0.27;4.83;9.92;0.14;0.078;14.6;2.635;120.16;0.12;9.28;10.99;26.57;3.07;13.51;2.8;0.33;1.32;0.51;3.83;0.59;0.97;0.12;2.1;0.1025;0.425;0.0795;0.6;395.48;0.031;12.67
TP01_mag_13_1;TP01;Teles Pires Intrusive Suite;Teles Pires Intrusive Suite;Magmatic;Unaltered;0.013576038;0.0110084;0.030757552;0.00030155;0.0385938;;0.13429024;70.67947687;0.029119696;0.005579464;;4.11;1150.33;511.26;531.41;14510.14;11252.03;1998.33;194.9;6434.59;6593.69;1.19;20353.84;450.63;36.63;4996.27;706795.88;9.45;3.69;0.865;1172.97;15.45;1.325;9.41;2.09;10.22;97.26;1.35;1.04;5.27;3.44;75.47;0.125;11.93;83.61;157.56;21.07;92.72;21.84;0.74;19.14;2.28;17.31;3.37;8.75;1.19;10.11;1.75;0.81;0.1125;0.515;189.2;3.91;5.33
RA73_mag_1_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;;;;;;;71.06580858;;;;1.7;22083.89;4292.24;2252.14;64490.57;87315.36;109.33;912.87;22676.48;15454.47;1.22;1085.36;1180.15;96.51;1111.11;710659.13;38.69;15.3;2.45;1191.98;56.05;1.685;12.795;2.02;10.93;0.14;11.59;0.13;0.935;4.725;7.13;0.145;26.1;1.53;1.48;0.42;1.19;1.585;0.31;1.575;0.195;0.93;0.26;0.7;0.195;0.98;0.195;1.97;0.23;1.285;1.125;0.117;
RA73_mag_2_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.16247975;0.013509016;0.00030155;0.02229864;;0.110609595;70.81255235;0.123836154;;0.00944196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_mag_3_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.012834178;0.0787524;0.01191972;;0.00242998;;0.08932699;71.06976422;0.079614488;;0.00608938;1.15;2563.67;475.11;1219.4;1418.22;12656.86;60.88;172.89;1594.88;2050.91;0.335;1417.51;1002.48;46.29;948.45;710698.69;22.66;16.23;0.685;724.04;18.36;0.91;6.91;0.55;1.3;0.07;1.36;0.075;0.665;3.25;6.19;0.12;3.86;0.34;0.21;0.0875;1.06;0.76;0.295;0.435;0.1245;0.61;0.13;0.41;0.168;0.575;0.14;0.695;0.115;2.4;1.38;;
RA73_mag_4_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.01557906;0.173594;0.005422304;0.00379953;0.00686112;;0.149517794;70.85087373;0.152103944;0.037877488;0.00246312;1.25;1872.42;440.6;1833.06;9545.2;6594.76;58.165;136.3;1831.39;1536.01;0.74;1104.18;1528.87;109.6;889.27;708509.88;20.55;13.19;0.62;905.27;14.42;1.045;5.835;0.225;1.86;0.0565;1.04;0.096;0.465;2.1;5.21;0.1085;5.17;0.115;0.37;0.107;1.12;0.62;0.15;0.745;0.0715;0.385;0.13;0.405;0.125;0.44;0.115;0.53;0.135;1.65;0.57;;0.041
RA73_mag_5_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.1678781;0.008039968;0.00814185;0.01029168;;0.175476577;70.89665729;0.164882534;;0.00095788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_mag_6_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.19296455;0.015238544;;;;0.264024204;70.68826048;0.196790286;;0.00506308;0.595;2678.63;610;2052.6;2029.08;9926.49;87.04;200.14;3650.95;2594.9;1.96;3520.2;1076.44;209.24;1880.06;706883.69;36.15;18.22;2.09;1609.6;46.21;2.175;11.515;0.86;2.25;0.15;1.88;0.16;0.995;7.41;4.34;0.149;4.34;0.29;0.31;0.115;0.735;1.16;0.275;0.805;0.135;0.51;0.14;0.7;0.25;0.955;0.185;0.53;0.19;6.79;1.065;0.23;
RA73_mag_6_2;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.010831156;0.124320825;0.00607672;;0.01315048;;0.182910501;71.20773675;0.18277256;0.007151144;0.01559976;1.85;17694.85;4469;2551.46;59846.54;70202.23;106.515;837.4;13500.59;13345.58;2.18;1037.48;1156.73;294.05;696.77;712078.44;31.05;20.15;2.86;1114.62;31.72;2.03;11.68;2.27;9.65;1;15.16;0.155;1.235;4.325;16.12;0.2;33.14;6.79;2.74;1.07;2.72;1.725;0.215;1.27;0.24;1.28;0.225;0.905;0.15;0.925;0.27;0.725;0.15;12.16;10.3;0.104;0.3
RA73_mag_6_3;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.134799975;0.013462272;0.00114589;0.01193549;;0.120981118;71.0418588;0.134059026;;;1.15;2011.12;398.5;1408.56;4927.89;7833.99;62.22;107.47;2313.34;1437.55;1.07;1020.56;1091.08;135.83;987.67;710419.63;29.84;16.9;0.675;1307.09;39.58;1.575;6.56;0.22;2.29;0.0755;1.3;0.106;0.585;2.945;2.77;0.14;4.23;0.13;0.24;0.13;0.615;1.5;0.26;1.01;0.14;0.61;0.12;0.295;0.125;1.05;0.11;0.385;0.18;12.13;0.73;;0.051
RA73_mag_6_4;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.008753948;0.07610615;0.007525784;;0.01972572;;0.153894217;71.10039024;0.177041556;;0.01491556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_mag_8_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.016840222;0.114582625;0.015238544;;0.01265019;0.004233816;0.092564344;71.48710196;0.100137678;;0.00944196;1.52;3015.47;565.51;1682.49;5855.31;13146.88;740.55;140.21;3895.67;3734.83;0.97;930.74;1194.21;131.03;717.52;714872.13;36.05;17.65;0.71;1521.55;40.49;1.145;7.495;0.3;8.83;0.93;1.12;0.084;0.635;2.33;3.29;0.115;9.43;2.24;1.41;0.175;0.94;0.625;0.25;0.85;0.19;0.865;0.15;0.605;0.14;1.015;0.115;0.4;0.16;5.38;1.135;0.051;0.3
RA73_mag_9_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.013501852;0.136705275;0.005328816;;;0.0062262;0.094842482;70.92432952;0.11345839;0.001335928;0.01833656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_mag_10_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.012166504;0.067161825;0.011592512;;0.0114352;;0.153774315;71.21449935;0.122519572;0.011080344;0.00677358;0.665;3107.63;694.11;1362.04;8807.81;4604.07;4666.87;141.54;10326.26;10497.89;0.47;799.61;1328.19;117.2;813.07;712146.06;37.27;15.35;1.81;453.91;45.16;1.795;7.935;0.325;32.91;0.97;2.1;0.135;0.48;3.755;1.585;0.195;7.43;23.27;23.32;5.13;17.12;1.315;0.43;1.74;0.165;1.025;0.21;0.635;0.19;1.06;0.26;0.745;0.165;1.205;7.6;0.36;0.71
RA73_mag_11;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.117863975;0.003833008;0.00379953;0.08018934;;0.112647929;71.12814021;0.1084244;;0.01799446;1.42;1120.73;305.23;2170.13;1795.655;12958.14;384.6;95;3164.81;2664.11;3.65;3381.85;1080.01;166.46;2271.19;711282.44;41.06;18.99;1.7;1724.44;60.8;1.635;6.495;0.27;4.25;0.145;0.81;0.154;1.59;1.63;4.5;0.135;1.355;1.59;2.09;0.23;1.33;1.93;0.33;0.86;0.145;0.395;0.19;0.755;0.175;0.515;0.2;0.405;0.145;11.4;1.86;;0.147
RA73_mag_13_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.002003022;0.245836625;0.013602504;0.00524697;0.00757582;;0.195020603;70.94990302;0.229704836;0.013673616;0.00738936;1.58;9494.93;1830.99;2541.96;44296.62;34067.5;139.81;879.24;8551.77;7773.76;0.405;1362.47;1377.3;993.01;1607.82;709500.13;53.11;53.71;8.3;959.68;73.36;1.115;6.135;0.85;8.84;0.125;5.25;0.13;1.57;2.02;1.07;0.1;19.97;0.75;1.05;0.145;1.76;0.7;0.345;0.655;0.0635;1.37;0.15;0.47;0.155;0.965;0.125;0.36;0.145;105.19;0.725;;0.23
RA73_mag_13_2;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.002003022;0.079122875;0.003926496;0.00434232;;;0.103835132;71.47520912;0.119886408;;0.00909986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_mag_13_3;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.005415578;0.121886275;0.015004824;;0.02044042;0.002988576;0.054075802;71.88586199;0.07434816;0.027661568;;1.45;2326.43;458.02;1526.2;16810.16;10549.77;14998;99.44;41191.17;39077.84;0.82;1608.67;1262.44;369.95;1272.54;711086.63;40.66;26.92;2.2;1113.42;56.06;1.41;6.79;0.29;45.77;7.63;1.34;0.09;0.62;3.675;3.17;0.1;6.17;6.44;16.29;2.06;14.66;3.21;0.31;4;0.155;0.845;0.145;1.99;0.14;2.08;0.175;0.66;0.155;27.03;3.02;1.48;1.57
RA73_mag_13_4;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.011424644;0.122838925;0.008226944;0.01188107;0.03673558;;0.321157507;70.52005059;0.228388254;0.006522472;0.0150524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_mag_14_1;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.210906125;0.004861376;;0.01586634;;0.129254356;71.04932097;0.152878404;0.029233248;0.010263;2.42;17384.2;3851.65;2733.7;45004.71;77422.13;78.255;806.16;13991.47;13919.16;2.3;1394.13;1553.94;215.05;1463.06;710494.31;37.72;19.86;1.25;1367.81;43.72;1.905;7.12;2.3;8.33;0.9;13.22;1.34;1.32;2.955;5.67;0.195;27.13;2.72;3.28;0.245;1.855;1.215;0.43;1.26;0.235;1.175;0.24;0.755;0.135;0.48;0.285;1.005;0.17;18.52;55.61;7.04;1.76
RA73_mag_14_2;RA73;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.022923474;0.060810825;0.009255312;0.00205054;0.06067803;0.00498096;0.095801698;70.88204386;0.076206864;;0.02996796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_1_1;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;0.00927325;0.082933475;0.149534056;0.02629516;0.02065483;0.019010664;4.700038498;62.76894847;0.036244728;0.03064776;0.01224718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_2_1;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;;0.155652425;0.05656024;0.00693565;0.02801624;;2.492342923;65.43201253;0.031675414;0.010451672;0.0020526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_3_1;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;0.000667674;0.315909325;0.038610544;0.02014354;0.02165541;0.000747144;2.569739664;64.98093953;0.065286978;0.002907608;0.00670516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_4_1;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;0.0259651;0.375926275;0.246855064;0.00687534;0.03173268;0.039681648;2.874170842;64.6631752;0.057774716;0.01728848;0.00998932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_4_2;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;;0.11908125;0.04767888;0.00687534;0.03723587;;3.10126523;64.69823189;0.044066774;;0.03742574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_5_1;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;;0.1208807;0.138689448;;0.02873094;0.023576544;2.489045618;66.1235075;0.040814042;0.02082476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_11_1;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;0.01928836;0.341842575;0.077174344;0.01923889;0.02580067;;3.212114629;64.08376833;0.067532912;0.015009544;0.01731026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_11_2;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;;0.0734599;0.295141616;0.01176045;0.04481169;0.019010664;2.48077238;65.71192186;0.057619824;;0.05897804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_11_3;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;0.011350458;0.08468;0.109100496;0.01700742;0.02923123;0.004482864;2.190489638;65.80885241;0.06699079;;0.02955744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_13_1;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;;0.107173125;0.064600208;0.00404077;0.02987446;;2.473518309;65.33026265;0.045538248;;0.00417362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_13_2;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;0.018620686;0.266794925;0.048940968;0.02122912;0.03230444;;2.644918218;64.26410425;0.043292314;0.005815216;0.03256792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_15_1;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;;0.28674765;0.061281384;0.01779145;0.01558046;0.012784464;2.744077172;64.79446286;0.055683674;;0.00396836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_15_2;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;0.004599532;0.0766354;0.110736536;0.01773114;0.04731314;;4.259698403;63.00882633;0.06621633;;0.00082104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VU20-4_mag_15_3;VU20-4;Francisco deposit (vulcaniclastic);Francisco deposit;Magmatic;Unaltered;0.00333837;0.390956975;0.054830712;0.01200169;0.02958858;0.004233816;3.436331369;63.96973695;0.047784182;;0.01648922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_mag_1_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.013501852;;0.009068336;0.00235209;0.01093491;0.000498096;;71.65057026;0.038025986;0.012652024;0.0150524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_mag_2_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.016172548;0.017306475;;;0.00586054;;;71.2893543;0.059091298;;0.01525766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
