Sample_ID;Sample;Deposit;Nature;Zone;Class;CL;F_pct;Si_pct;Mg_pct;Na_pct;Ca_pct;P_pct;Cl_pct;Fe_pct;Mn_pct;Ce_pct;La_pct;Nd_pct;B_ppm;Mg_ppm;Si_ppm;P_ppm;Ca_ppm;Sc_ppm;Ti_ppm;V_ppm;Mn_ppm;Fe_ppm;Ga_ppm;Ge_ppm;As_ppm;Rb_ppm;Sr_ppm;Y_ppm;Zr_ppm;Nb_ppm;Ba_ppm;La_ppm;Ce_ppm;Pr_ppm;Nd_ppm;Sm_ppm;Eu_ppm;Gd_ppm;Tb_ppm;Dy_ppm;Ho_ppm;Er_ppm;Tm_ppm;Yb_ppm;Lu_ppm;Hf_ppm;Ta_ppm;Pb_ppm;Th232_ppm;U238_ppm;;U238_ppm
RA69_ap_3_1;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.9492;;0.03166275;;37.50281045;17.10748943;0.2492;0.462110795;0.136072622;0.737484131;0.297414784;0.32733623;1.655;352.44;5258.07;154954.22;375028.53;0.265;912.77;11.21;1597.43;4323.31;0.89;366.73;20.35;7.4;316.84;2277.01;3.24;0.38;9.58;2502.31;6135.4;794.01;3759.44;709.41;45.93;563.01;78.98;424.27;77.01;197.16;22.01;134.71;14.03;1.77;0.24;14.19;29.32;4.16;;
RA69_ap_3_2;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.7856;;0.0247271;;38.47265835;17.47203106;0.1937;0.253636253;0.138396002;0.407370636;0.210697228;0.162639295;1.375;277.52;8227.27;151338.41;384727.06;0.25;794.05;10.09;1607.35;1131.02;0.79;246.72;11.58;2.77;314.6;1557.28;5.03;0.061;26.92;1798.56;4401.04;563.42;2646.92;487.57;36.02;401.81;56.5;303.25;56.89;139.52;15.9;88.22;11.27;0.895;0.11;7.18;14.66;1.72;;4.25
RA69_ap_3_3;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.3137;;0.03292926;;38.03912133;17.31958955;0.2049;0.911162782;0.125927196;0.582318577;0.2515406;0.12825956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_4_1;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;4.0369;;0.01791207;;38.36195132;17.69107026;0.2262;0.090478884;0.149935456;0.376028171;0.175055204;0.15003625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_5_1;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.5647;;0.02961221;;38.63303703;17.62207225;0.2431;0.275245471;0.158996638;0.438631692;0.167295816;0.176356895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_5_2;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.6582;;0.03612569;;38.33100481;17.54229468;0.1963;0.366734858;0.123758708;0.543730711;0.233975392;0.233799345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_5_3;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.7144;;0.0337736;;38.64647339;17.55486357;0.2186;0.118306582;0.158996638;0.428129931;0.194496308;0.190074495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_7_1;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.9712;;0.04064894;;38.0942247;17.59257026;0.137;0.123125904;0.152491174;0.498711534;0.20975928;0.130574405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_7_2;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.8415;;0.03142151;;38.66905791;17.5214338;0.233;0.094909551;0.15256862;0.427071614;0.19526372;0.15500888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_7_3;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.9735;;0.04016646;;38.60144729;17.75160171;0.1396;0.112321295;0.145443588;0.4396086;0.187504332;0.160581655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_8_1;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.8217;;0.03184368;;38.5380534;17.82099249;0.1576;0.089312919;0.14250064;0.471683746;0.135064512;0.19238934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_8_2;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;4.0918;;0.0367891;;38.60387727;17.77429555;0.2091;0.16168048;0.135220716;0.499199988;0.147257836;0.19256081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_8_3;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.9193;;0.02931066;;38.51382507;17.47835915;0.243;0.272680348;0.148231644;0.437329148;0.170877072;0.15620917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_9_1;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.1872;;0.02406369;;38.12295564;17.65022134;0.2361;0.126079682;0.134059026;0.342650481;0.167722156;0.180815115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_9_2;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.6723;;0.02484772;;38.58886857;17.73541053;0.1606;0.148310748;0.162017032;0.419419168;0.137366748;0.190931845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_9_3;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.6006;;0.03304988;;38.67684814;17.57864846;0.2449;0.107735166;0.161397464;0.479987464;0.246509788;0.179100415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA69_ap_10_1;RA69;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.6989;;0.02858694;;38.49617198;17.70769786;0.2101;0.126235144;0.160390666;0.495536583;0.20293784;0.23165597;3.07;932.44;28226.15;138611.8;384962.19;0.285;796.4;4.41;1561.67;1111.93;0.99;243.78;11.89;1.14;310.45;1548.83;6.42;0.0705;27.64;1775.73;4470.75;596.92;2909.71;534.81;39.3;471.87;61.19;353.03;62.16;136.48;15.43;90.99;10.8;0.94;0.23;6.99;10.28;1.56;;6.39
RA24_ap_1_1;RA24;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 2);CL-green;3.7061;;0.0078403;;39.4350019;18.21590895;0.0191;0.165955685;0.086042506;;0.018844228;;1.94;223.29;7561.66;137701;394350.53;2.26;808.64;3.54;685.17;1124.24;1.07;24.01;4.59;0.16;188.09;3131.39;1.91;0.0505;8.69;172.24;399.64;67.96;497.9;275.43;26.88;461.74;84.28;512.68;106.33;282.31;38.74;257.72;36.2;3.85;0.23;19.83;44.35;9.61;;10.42
RA24_ap_3_1;RA24;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 2);CL-green;3.7818;;0.00928774;;39.44114832;17.92568965;0.0129;0.067004122;0.06273126;0.027597651;0.015007168;0.061814935;2.685;315.08;10836.29;128828.65;394412.03;0.95;778.61;12.64;652.35;455.55;0.115;52.24;7.48;0.49;171.06;4671.68;1.91;0.119;1.19;300.03;970.27;181.97;1241.13;611.57;32.96;819.51;153.5;893.88;179.33;471.53;59.3;398.72;54.24;3.43;0.11;80.06;96.19;12.25;;34.4
RA24_ap_4_1;RA24;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 2);CL-green;3.9037;;0.00585007;;39.64112138;18.29145325;0.0134;0.117762465;0.065364424;0.00651272;;0.01697553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA24_ap_5_1;RA24;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 2);CL-green;4.081;;0.01073518;;39.18135487;17.81287508;0.0082;0.214770753;0.08557783;0.056253619;0.008697336;0.02349139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA24_ap_5_2;RA24;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 2);CL-green;3.8603;;0.04475002;;39.40591361;18.09301308;0.0076;0.403501621;0.073651146;0.041844226;;0.00771615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPQ1_ap_4_2;SPQ1;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;;;;;;;;;;;;;58.1;15430.14;228709.92;106837.91;397853.41;13.08;873.97;9.455;399.4;889.35;11.41;66.43;32.75;7.73;276.83;435.52;37.57;2.215;202.48;834.95;2098.57;187.63;730.47;100.33;17.45;113.2;9.35;52.4;15.59;50.23;3.72;40.29;2.945;42.94;2.685;7.915;8.99;1.11;;
SPQ1_ap_10_1;SPQ1;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.5469;;0.04565467;;38.70279175;17.77639037;0.0116;0.26039885;0.05459943;0.453855175;0.209674012;0.05006924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPQ1_ap_10_2;SPQ1;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.5192;;0.33423802;;38.1063746;17.66479777;0.0098;0.814465418;0.06118234;0.222816433;0.106073392;0.096623345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPQ1_ap_10_3;SPQ1;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.5552;;0.00072372;;39.0933753;17.94890719;0.0057;0.077342345;0.04182084;0.408347544;0.207542312;0.04732572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPQ1_ap_11_1;SPQ1;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.963;;0.00156806;;39.75861806;18.15315175;0.0026;0.025806692;0.039420014;0.20026614;0.112383224;0.05727098;6.46;6117.28;93201.05;104092.01;397586.78;1.8;754.13;0.745;355.89;1306.17;4.78;137.63;2.965;3.82;413.68;1077.06;31.61;0.1415;101.34;917.57;2429.26;327.41;1478.86;235.31;23.39;126.33;18.94;110.1;28.28;95.7;16.96;85.2;12.6;2.56;0.21;17.51;49.47;7.86;;13.665
SPQ1_ap_11_2;SPQ1;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.737;;0.00446294;;39.73846352;17.92272199;0.0089;0.049048261;0.044221666;0.230224652;0.113065368;;7.515;9.83;17781.27;179741.81;397385.19;0.715;826.41;40.42;537.58;420.15;0.215;167.4;5.57;2.3;270.97;566.83;0.27;0.33;2.89;1551.13;3479.73;303.95;1139.58;185.22;16.63;130.95;12.07;68.98;17.19;39.95;5.47;74.82;7.82;1.025;0.4;5.1;17.17;2.76;;
SPQ1_ap_11_3;SPQ1;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;4.0467;;0.00313612;;39.67399758;17.88248407;0.0024;0.127167916;0.033456672;0.265067704;0.183837808;0.022205365;10.71;2932.85;45140.5;144306.7;396740.56;0.88;842.11;30.65;525.59;1435.09;1.74;140.78;4.11;0.44;243.8;385.04;10.25;0.0605;59.33;899.79;1718.82;168.93;673.96;81.18;12.15;79.82;10.72;38.72;8.03;21.61;3.24;22.93;5.24;0.735;0.5;26.71;10.45;1.25;;
SPQ1_ap_11_4;SPQ1;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.5777;;;;39.62804237;18.08952172;;0.06140749;0.026796316;0.221513889;0.119631004;0.02143375;7.46;41.68;32906.31;166906.73;396280.97;1.18;788.8;36.12;452;424.79;0.74;169.62;5.185;0.88;276.29;856.36;0.55;0.43;5.91;1465.69;3384.11;381.08;1592.53;199;31.92;156.69;24.5;121.72;30.81;73.48;11.02;63.86;16.18;1.2;0.52;8.37;42.45;3.69;;59.05
SPQ1_ap_12_1;SPQ1;Pé Quente deposit;Hydrothermal;Hydrothermal;Pé Quente deposit (type 3);CL-grey;3.5637;;0.0078403;;39.78570519;18.17732942;;0.02720585;0.032294982;0.230550288;0.099593024;0.00137176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TP01_ap_1_1;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;3.9527;;0.00404077;;38.87410534;17.68216729;0.0038;0.534478356;0.116401338;0.238609779;0.069322884;0.12191517;19.77;9673.03;65060.1;291240.13;388741.56;3.28;779.38;23.68;4198.32;46958.63;34.18;218.52;15.32;38.68;120.01;3744.09;4.29;0.261;331.53;1154.91;3418.95;529.95;2659.1;634.91;20.93;612.02;101.82;570.69;128.43;364.3;50.85;363.18;54.62;3.6;0.46;47.83;63.06;14.58;;8.73
TP01_ap_2_1;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;3.7145;;0.01061456;;39.03648518;18.00590364;0.0036;0.150487216;0.100137678;0.479580419;0.125685032;0.105196845;2.875;134.06;1890.56;262645.25;390365.34;0.31;782.1;13.95;1118.38;1910.91;0.135;267.54;11.44;0.39;94.4;1797;0.63;0.0485;3.25;1876.31;4263.09;511.28;2332.98;429.9;7.04;377.68;56.67;292.49;60.72;145.45;18.34;94.32;11.61;0.665;0.155;4.94;6.09;0.87;;
TP01_ap_2_2;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;3.9316;;0.00500573;;39.07536486;17.83844929;0.0073;0.308047953;0.098898542;0.426094706;0.175481544;0.131946165;7.14;46.4;3868.45;228621.86;390754.16;0.265;765.63;9.79;1060.53;1165.64;0.1;238.53;12.22;0.48;82.08;1790.54;0.35;0.0455;1.03;1819.45;4013;508.03;2261.98;431.95;6.82;376.22;57.89;312.77;64.93;163.38;18.21;109.34;13.82;1.71;0.235;6.25;5.56;1.25;;
TP01_ap_2_3;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;;;;;;;;;;;;;4.555;458.49;275452.69;122.375;390559.78;45.2;198589.36;658.19;960.4;29171.52;12.83;40.97;2.025;1.3;14.52;242.99;4.04;69.83;9.33;4.41;4.64;1.21;3.74;2.38;0.275;1.9;1.1;12.54;4.12;20.89;4;45.16;8.05;0.86;2.65;35.45;0.51;14.3;;4.22
TP01_ap_2_4;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;4.0549;;0.00458356;;39.32336576;17.7230162;0.005;0.089546112;0.12313914;0.327426998;0.15220338;0.147378465;2.99;106.53;6740.49;186595.78;393234.19;0.29;771.02;5.19;1010.74;1077.18;0.28;212.19;8.1;0.92;115.75;1856.39;0.68;0.0465;4.65;1451.34;3481.11;444.91;1982.93;403.88;6.28;375.89;55.66;309.67;63.53;159.59;20.77;118.31;15.14;2.53;0.0655;7.88;12.59;1.7;;2.94
TP01_ap_4_1;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;3.9131;;;;39.09737762;17.84298806;0.0165;0.097319212;0.093477322;0.398415646;0.213766876;0.09310821;2.74;248.79;7588.5;170508.72;390974.22;0.31;799.18;0.33;1110.4;1084.02;0.165;272.46;12.73;1.77;81.38;2030.52;3.06;0.056;2.64;2028.42;4525.21;568.37;2497.01;487;7.68;414.57;63.28;363.22;70.82;171.67;20.09;123.66;14.38;0.595;0.088;7.93;11;1.81;;2.35
TP01_ap_4_3;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;4.0524;;0.00428201;;39.10638284;17.9224165;0.0047;0.085426369;0.103932532;0.296980032;0.119631004;0.104853905;2.4;266.44;5520.74;144359.05;391064.28;1.13;1280.66;1.7;1014.51;1290.26;0.93;195.87;11.6;2.12;176.43;2249.78;1.04;6.34;9.55;1441.5;3429.69;482.88;2239.38;488.56;9.22;444.83;68.63;385.28;81.39;210.32;27.41;166.53;22.53;1.32;0.208;8.16;18.46;4.79;;8.82
TP01_ap_4_4;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;3.6583;;0.00886557;;39.21465989;17.93638194;0.0036;0.186865324;0.08209276;0.262544025;0.103344816;0.09910966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TP01_ap_4_5;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;4.4169;;0.00446294;;39.13811552;17.84198429;0.0028;0.391841971;0.10919886;0.40134637;0.159792232;0.108111835;5.675;319.6;4291.36;140481.89;391381.66;0.595;893.08;2.01;1283.43;2390.93;1.53;192.19;5.39;6.91;79.22;2118.74;0.61;2.78;19.16;1354.63;3300.66;414.54;2062.45;430.4;6.39;409.08;61.74;355.64;73.7;181.53;22.41;133.24;17.28;1.16;0.6;7.68;6.06;1.42;;
TP01_ap_4_6;TP01;Teles Pires Intrusive Suite;Barren, A-type;Unaltered;Teles Pires Intrusive Suite;CL-yellow;4.2557;;0.00790061;;38.77068825;17.97474326;0.0051;0.441278887;0.117098352;0.320344415;0.1513507;0.077933115;15.94;103.53;16384.03;129860.38;387707.38;2;775.05;7.11;1129.54;1221.27;0.79;200.89;14.89;2.42;70.69;2011.13;1.21;0.213;4.94;1529.44;3462.96;460.32;2026.93;423.51;6.91;372.62;58.72;346.36;66.59;175.33;21.08;126.9;13.97;2.82;0.38;6.2;5.76;1.45;;
BS07_ap_1_1;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;3.3268;0.2524176;0.00114589;;38.63074999;17.29183324;0.0441;0.043062974;0.040891488;0.337928759;0.218030276;0.056156425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_1_2;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;3.4835;0.030710808;;0.01632092;39.39740868;17.72829688;0.0295;0.100739376;0.04143361;0.05617221;0.005457152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_2_1;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;3.8663;0.154909616;;0.035906024;39.33415773;17.64677363;0.0408;0.137894794;0.040426812;0.200103322;0.07972558;0.10836904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_6_1;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;4.1343;0.271021712;0.00458356;0.013576038;38.81156909;17.47198742;0.0233;0.022775183;0.05188882;0.379854394;0.219309296;0.08693529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_6_2;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;4.5092;0.047865856;0.00174899;0.035312536;39.26118686;17.75046702;0.0135;0.234825351;0.016418552;0.087026221;0.06437734;0.076046945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_7_1;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;4.0022;0.100406112;0.00398046;0.008828134;39.10959899;17.60265156;0.0193;0.055033548;0.04298253;0.124392952;0.079640312;0.06378684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_7_2;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;4.0343;0.0923194;;0.010089296;39.07064784;17.65567659;0.0386;0.049514647;0.042750192;0.132045398;0.045447844;0.035751495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_7_3;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;3.7522;0.06357184;0.00355829;0.008828134;39.4049845;17.58947168;0.0254;0.048892799;0.050649684;0.047380038;0.042122392;0.04029545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_7_4;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;4.0752;0.117748136;;;39.22738155;17.58973353;0.0308;0.115197342;0.023543584;0.126753813;;0.041067065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_7_5;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;4.2534;0.101013784;0.01121766;0.0148372;38.98917204;17.65964802;0.0043;0.380493245;0.040968934;0.099563207;0.05670322;0.06035744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_7_6;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;4.0561;0.160238432;;0.007566972;39.15605449;17.64930486;0.0401;0.075943187;0.054676876;0.234539329;0.082965764;0.054270255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_8_1;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;3.6136;0.35735788;0.02159098;0.036054396;39.31486083;17.06271274;0.0371;0.112321295;0.03446347;0.117554596;0.093197924;0.07150299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_10_1;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;3.6315;0.074276216;0.01019239;0.03857672;39.77269765;17.7972076;0.0517;0.035367605;0.07318647;0.13595303;0.02899112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_10_2;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;3.8183;0.077174344;0.00199023;0.021810684;39.33580154;17.80580507;0.0533;0.015779393;0.071714996;0.117961641;;0.053069965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_10_3;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;3.8973;0.043378432;0.00156806;0.015504874;39.7816314;17.94567768;0.0313;0.035989453;0.055916012;0.088165947;0.083306836;0.04269603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_10_4;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;4.1194;0.046370048;0.0036186;0.0148372;39.52812731;18.28468874;0.0234;0.056821361;0.038800446;0.049008218;0.039905424;0.05332717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS07_ap_10_5;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;3.835;0.120646264;0.00012062;0.020920452;39.63325968;17.8522838;0.0341;0.110144827;0.050572238;0.106564381;0.03240184;0.068330795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS-07_ap_5;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;2.645;703.7;10354.35;107910.41;392800.34;0.325;744.54;11.63;460.87;1310.73;0.87;68.96;20.75;2.3;312.69;374.58;1.84;0.095;11.08;551.29;1235.15;153.5;679.18;132.81;17.4;110.67;13.48;66.63;15.76;37;5.14;37.14;4.88;0.9;0.085;17.65;29.57;49.78;;75.48
BS-07_ap_7;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;69.53;996.32;430239.66;119.5;392800.34;47.84;2950.83;635.43;4250.03;207768.86;185.21;11.18;14.32;6.73;3665.31;77.79;0.6;0.215;13.6;39.75;82.14;8.8;31.37;20.51;6.15;14.61;2.65;21.22;3.21;5.03;0.375;2.845;0.38;2.02;0.495;39.02;0.21;7.52;;28.27
BS-07_ap_8;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS-07_ap_9;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;5.36;309.42;12817.85;112377.75;392800.34;0.38;748.6;20.88;433.88;1262.28;0.16;53.36;55.19;0.315;320.04;343.87;1.24;0.13;3.055;374.51;981.72;136.89;609.35;116.18;11.75;101.43;11.77;65.15;13.68;36.37;4.32;21.55;3.18;1.095;0.125;10.47;26.99;44.51;;103.04
BS-07_ap_10;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS-07_ap_11;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS-07_ap_12;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;5.845;677.98;7905.94;114858.08;392800.34;0.37;717.44;13.56;566.55;2323.48;0.81;49.88;46.09;4.3;290.41;297.92;0.17;0.145;10.84;313.31;945.53;130.6;703.33;109.62;9.16;91.57;11.59;64.27;12.43;26.72;4.26;29.3;2.51;1.765;0.23;6.3;20.79;26.52;;36.27
BS-07_ap_13;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;128.59;121100.7;2173581.5;866.6;392800.31;9.445;1128.25;7.69;106.68;4654.56;22.48;13.155;27.69;225.81;421.79;22.2;173.07;2.505;867.17;9.78;36.04;2.99;34.69;45.87;6.25;39.24;4.265;16.305;3.955;11.88;3.16;23.905;5.195;22.415;4.135;30.7;1.44;2.9;;
BS-07_ap_14;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;8.85;38.19;2912.93;122727.68;392800.31;0.33;790.33;4.64;526.06;459.18;0.19;45.81;19.5;0.2;335.24;247.45;0.115;0.08;5.77;404.98;873.05;109.86;492.16;72.51;11.06;73.1;8.64;49.5;10.61;27.36;4.6;15.15;2.51;0.98;0.135;7.75;4.92;17.69;;26.04
BS-07_ap_15;BS07;Luizão deposit;Igneous;Hydrothermal;Luizão deposit;CL-purple;;;;;;;;;;;;;4.565;110.88;3738.04;120813.44;392800.28;0.4;840.27;6.47;317.88;550.43;0.195;31.93;573.08;0.35;356.75;265.68;1.18;0.125;2;208.37;560.34;79.25;407.53;75.76;12.04;62.45;7.99;40.37;8.7;25.92;2.68;15.54;2.61;1.415;0.21;13.42;23.79;29.46;;43.68
